id,body_text_nostop
476,"['gare', 'niort', 'gare', 'prissélacharrière']"
477,"['gare', 'bressuire', 'gare', 'saumur']"
478,"['gare', 'bressuire', 'gare', 'thouars']"
479,"['gare', 'rochesuryon', 'gare', 'saumur']"
480,"['gare', 'chambérychalleseaux', 'lyonpartdieugarerou']"
481,"['gare', 'annecy', 'lyonpartdieugarerou']"
482,"['gare', 'aixlesbainslerevard', 'gare', 'annecy']"
483,"['gare', 'valencetgv', 'grenoblegareroutière']"
484,"['gare', 'chambérychalleseaux', 'grenoblegareroutière']"
485,"['grenoblegareroutière', 'valencegareroutière']"
486,"['grenoblegareroutière', 'lyonpartdieugarerou']"
487,"['gare', 'standrélegaz', 'lyonperrachegarerout']"
488,"['lyonpartdieugarerou', 'saintetiennechtx', 'gr']"
489,"['gare', 'lozanne', 'gare', 'lyongorgedeloup']"
490,"['gare', 'lozanne', 'lyonstpaulquaibondy']"
491,"['lyonpartdieugarerou', 'roannegareroutière']"
492,"['gare', 'lozanne', 'grandriscentre']"
493,"['gare', 'lamuresurazergues', 'gare', 'lozanne']"
494,"['gare', 'lozanne', 'poulemairie']"
495,"['gare', 'lozanne', 'gare', 'paraylemonial']"
496,"['boisdoingtcentre', 'gare', 'lozanne']"
497,"['gare', 'die', 'valencegareroutière']"
498,"['gare', 'valencetgv', 'gare', 'veynesdévoluy']"
499,"['gare', 'veynesdévoluy', 'valencegareroutière']"
500,"['gare', 'lucendiois', 'valencegareroutière']"
501,"['gare', 'lucendiois', 'gare', 'valencetgv']"
502,"['gare', 'evianlesbains', 'grenoblegareroutière']"
503,"['saintetiennechtx', 'gr', 'valencegareroutière']"
504,"['gare', 'modane', 'grenoblegareroutière']"
505,"['gare', 'annecy', 'gare', 'chamonixmontblanc']"
506,"['annonaygareroute', 'grenoblegareroutière']"
507,"['gare', 'stgervaislblefayet', 'grenoblegareroutière']"
508,"['privascoursdupalais', 'valencegareroutière']"
509,"['gare', 'annemasse', 'grenoblegareroutière']"
510,"['grenoblegareroutière', 'montélimargroutière']"
511,"['gare', 'moûtierssalinsbrides', 'grenoblegareroutière']"
512,"['gare', 'chambérychalleseaux', 'gare', 'cluses', 'htesavoie']"
513,"['gare', 'bonneville', 'lyonpartdieugarerou']"
514,"['gare', 'chambérychalleseaux', 'gare', 'stgervaislblefayet']"
515,"['aubenaspldelapaix', 'grenoblegareroutière']"
516,"['gare', 'annemasse', 'gare', 'chambérychalleseaux']"
517,"['gare', 'chambérychalleseaux', 'gare', 'chamonixmontblanc']"
518,"['gare', 'annemasse', 'gare', 'evianlesbains']"
519,"['grenoblegareroutière', 'privascoursdupalais']"
520,"['bourgenbresse', 'gare', 'r', 'gare', 'chambérychalleseaux']"
521,"['gare', 'oyonnax', 'lyonpartdieugarerou']"
522,"['gare', 'chambérychalleseaux', 'gare', 'evianlesbains']"
523,"['lyonpartdieugarerou', 'morez', 'lycée']"
524,"['gare', 'chamonixmontblanc', 'lyonpartdieugarerou']"
525,"['gare', 'chambérychalleseaux', 'gare', 'thononlesbains']"
526,"['gare', 'chamonixmontblanc', 'grenoblegareroutière']"
527,"['chamberryjacob', 'gare', 'stgervaislblefayet']"
528,"['gare', 'bonneville', 'gare', 'chambérychalleseaux']"
529,"['gare', 'bourgstmaurice', 'grenoblegareroutière']"
530,"['aubenaspldelapaix', 'stmartindhères']"
531,"['montélimargroutière', 'stmartindhères']"
532,"['privascoursdupalais', 'stmartindhères']"
533,"['annonaygareroute', 'stmartindhères']"
534,"['gare', 'saintclaude', 'lyonpartdieugarerou']"
535,"['gare', 'bourgoinjallieu', 'lyonpartdieugarerou']"
536,"['gare', 'bourgstmaurice', 'gare', 'chambérychalleseaux']"
537,"['gare', 'chambérychalleseaux', 'gare', 'pontdebeauvoisin']"
538,"['gare', 'thononlesbains', 'grenoblegareroutière']"
539,"['gare', 'mâconville', 'lyonpartdieugarerou']"
540,"['gare', 'diemeringen', 'sarralbe', 'centre']"
541,"['gare', 'diemeringen', 'sarreunion']"
542,"['gare', 'dinan', 'gare', 'stbrieuc']"
543,"['gare', 'dinan', 'gare', 'lamballe']"
544,"['gare', 'franois', 'gare', 'stvit']"
545,"['gare', 'auxonne', 'gare', 'villerslespots']"
546,"['gare', 'dijonville', 'gare', 'neuillylèsdijon']"
547,"['gare', 'bellegardesv', 'gare', 'gare', 'stgervaislblefayet']"
548,"['gare', 'bellegardesv', 'gare', 'gare', 'evianlesbains']"
549,"['gare', 'annemasse', 'gare', 'stgervaislblefayet']"
550,"['gare', 'bellegardesv', 'gare', 'gare', 'chamonixmontblanc']"
551,"['gare', 'annemasse', 'gare', 'bellegardesv', 'gare']"
552,"['gare', 'evianlesbains', 'gare', 'thononlesbains']"
553,"['gare', 'cluses', 'htesavoie', 'gare', 'stgervaislblefayet']"
554,"['gare', 'annemasse', 'gare', 'rochesurforon']"
555,"['gare', 'annecy', 'gare', 'annemasse']"
556,"['gare', 'ambérieuenbugey', 'gare', 'strambertenbugey']"
557,"['gare', 'ambérieuenbugey', 'gare', 'virieulegrandbelley']"
558,"['gare', 'boën', 'noirétable']"
559,"['gare', 'boën', 'saintetiennechtx', 'gr']"
560,"['gare', 'montbrison', 'noirétable']"
561,"['noirétable', 'saintetiennechtx', 'gr']"
562,"['gare', 'boën', 'gare', 'montbrison']"
563,"['gare', 'montbrison', 'saintetiennechtx', 'gr']"
564,"['bourgenbresse', 'gare', 'r', 'lyonpartdieugarerou']"
565,"['bourgenbresse', 'gare', 'r', 'gare', 'mâconlochétgv']"
566,"['bourgenbresse', 'gare', 'r', 'gare', 'mâconville']"
567,"['gare', 'ambérieuenbugey', 'lyonpartdieugarerou']"
568,"['gare', 'chambérychalleseaux', 'gare', 'standrélegaz']"
569,"['gare', 'chambérychalleseaux', 'gare', 'tourdupin']"
570,"['gare', 'gap', 'grenoblegareroutière']"
571,"['gare', 'clellesmens', 'gare', 'gap']"
572,"['clellesmairie', 'grenoblegareroutière']"
573,"['gare', 'vif', 'grenoblegareroutière']"
574,"['gare', 'clellesmens', 'grenoblegareroutière']"
575,"['gare', 'sainbel', 'lyonstpaullafeuilée']"
576,"['gare', 'sainbel', 'lyonstpaulquaibondy']"
577,"['lyonperrachegarerout', 'viennegareroutière']"
578,"['bourgenbresse', 'gare', 'r', 'gare', 'ambérieuenbugey']"
579,"['argentine', 'gare', 'stpierredalbigny']"
580,"['gare', 'stpriest', 'stpierredechandieur']"
581,"['gare', 'villefranchesursaône', 'lyonperrachegarerout']"
582,"['gare', 'tourdupin', 'gare', 'rives']"
583,"['gare', 'moûtierssalinsbrides', 'gare', 'stpierredalbigny']"
584,"['gare', 'albertville', 'gare', 'moûtierssalinsbrides']"
585,"['gare', 'aixlesbainslerevard', 'gare', 'chambérychalleseaux']"
586,"['gare', 'bourgstmaurice', 'gare', 'moûtierssalinsbrides']"
587,"['gare', 'chambérychalleseaux', 'gare', 'modane']"
588,"['gare', 'chambérychalleseaux', 'gare', 'epierrestléger']"
589,"['gare', 'aixlesbainslerevard', 'gare', 'modane']"
590,"['gare', 'chambérychalleseaux', 'gare', 'culoz']"
591,"['gare', 'feurs', 'saintetiennechtx', 'gr']"
592,"['gare', 'albens', 'gare', 'annecy']"
593,"['gare', 'annecy', 'gare', 'rumilly']"
594,"['gare', 'sérézin', 'ternaybarbières']"
595,"['communaystade', 'gare', 'sérézin']"
596,"['gare', 'epierrestléger', 'gare', 'montmélian']"
597,"['gare', 'epierrestléger', 'gare', 'stpierredalbigny']"
598,"['gare', 'stjeandemauriennea', 'gare', 'stpierredalbigny']"
599,"['aitonsallepolyvalente', 'gare', 'stjeandemauriennea']"
600,"['gare', 'chinon', 'gare', 'tours']"
601,"['chinonlycéerabelais', 'gare', 'tours']"
602,"['gare', 'tours', 'st', 'christophe', 'nais']"
603,"['gare', 'châteauduloir', 'gare', 'tours']"
604,"['droué', 'centre', 'gare', 'courtalainstpellerin']"
605,"['courtalaincentre', 'droué', 'centre']"
606,"['chartresgareroutière', 'gare', 'brou']"
607,"['droué', 'centre', 'gare', 'brou']"
608,"['gare', 'brou', 'gare', 'chartres']"
609,"['droué', 'centre', 'gare', 'chartres']"
610,"['gare', 'vendôme', 'mondoubleaurueleroy']"
611,"['aubignysurneremail', 'gare', 'gien']"
612,"['gare', 'gien', 'montargisot']"
613,"['gare', 'cosnesurloire', 'sancerreportecesar']"
614,"['bourgesgareroutière', 'nan']"
615,"['bourgesgareroutière', 'gare', 'stamandmontrondorval']"
616,"['gare', 'bourges', 'gare', 'stamandmontrondorval']"
617,"['châteauroux', 'gare', 'rout', 'gare', 'bourges']"
618,"['gare', 'bourges', 'issoudunplacedelag']"
619,"['châteauroux', 'gare', 'rout', 'issoudunjardin']"
620,"['gare', 'vierzon', 'issoudunplacedelag']"
621,"['gare', 'issoudun', 'gare', 'vierzon']"
622,"['châteauroux', 'gare', 'rout', 'poitiersgareroutière']"
623,"['leblancpldubateau', 'poitiersgareroutière']"
624,"['gare', 'nouanlefuzelier', 'romorantinbagr']"
625,"['chaumontsurtharonne', 'romorantinbagr']"
626,"['gare', 'lamottebeuvron', 'romorantinbagr']"
627,"['gare', 'lamottebeuvron', 'romorantinlycéedef']"
628,"['châteaurouxlybpascal', 'gare', 'eguzon']"
629,"['châteauroux', 'gare', 'rout', 'gare', 'argentonsurcreuse']"
630,"['châteaurouxlybpascal', 'gare', 'argentonsurcreuse']"
631,"['châteaurouxlycéeagric', 'gare', 'argentonsurcreuse']"
632,"['châteauroux', 'gare', 'rout', 'gare', 'eguzon']"
633,"['châteauroux', 'gare', 'rout', 'issoudunplacedelag']"
634,"['gare', 'thesee', 'romorantinbagr']"
635,"['romorantinbagr', 'staignanlep']"
636,"['romorantinbagr', 'staignanplwilson']"
637,"['gare', 'loches', 'gare', 'tours']"
638,"['buzançais', 'châteauroux', 'gare', 'rout']"
639,"['châteauroux', 'gare', 'rout', 'gare', 'tours']"
640,"['chatillonmail', 'châteaurouxcharmilles']"
641,"['clionsurindre', 'gare', 'loches']"
642,"['chatillonmail', 'châteauroux', 'gare', 'rout']"
643,"['châteauroux', 'gare', 'rout', 'gare', 'loches']"
644,"['gare', 'cormery', 'gare', 'douzillère']"
645,"['gare', 'loches', 'gare', 'montbazon']"
646,"['chambourgchopin', 'gare', 'cormery']"
647,"['locheslyceestdenis', 'truyesstblaise']"
648,"['gare', 'cormery', 'gare', 'loches']"
649,"['gare', 'loches', 'tours', 'lycee', 'grandmont']"
650,"['gare', 'esvres', 'gare', 'loches']"
651,"['gare', 'tours', 'reignacbourgdufau']"
652,"['gare', 'loches', 'truyespldusouvenir']"
653,"['gare', 'douzillère', 'gare', 'veigné']"
654,"['locheslep', 'truyespldusouvenir']"
655,"['gare', 'tours', 'locheslep']"
656,"['gare', 'cormery', 'gare', 'tours']"
657,"['buzançais', 'châteaurouxlybpascal']"
658,"['gare', 'esvres', 'gare', 'douzillère']"
659,"['chatillonmail', 'châteaurouxlgiraudoux']"
660,"['chatillonmail', 'gare', 'tours']"
661,"['gare', 'vierzon', 'romorantinbagr']"
662,"['romorantinbagr', 'vierzonmédiathèque']"
663,"['gare', 'bloischambord', 'gare', 'limeray']"
664,"['gare', 'châteaudun', 'gare', 'dourdan']"
665,"['châteaudunleppaulsen', 'gare', 'dourdan']"
666,"['chartresgareroutière', 'gare', 'tours']"
667,"['chartresgareroutière', 'gare', 'vendôme']"
668,"['gare', 'châteaudun', 'gare', 'vendôme']"
669,"['gare', 'tours', 'gare', 'vendôme']"
670,"['chartresgareroutière', 'gare', 'châteaudun']"
671,"['gare', 'châteaudun', 'gare', 'tours']"
672,"['gare', 'châteaurenault', 'gare', 'vendômevillierssloir']"
673,"['gare', 'epinal', 'gare', 'neufchâteau']"
674,"['gare', 'neufchâteau', 'gare', 'vittel']"
675,"['gare', 'lunéville', 'rambervillers', '11', 'nov']"
676,"['gare', 'lunéville', 'moyen']"
677,"['lunevillelp', 'rambervillers', '11', 'nov']"
678,"['lunéville', 'cité', 'scolai', 'rambervillers']"
679,"['gare', 'lunéville', 'rambervillers']"
680,"['lunéville', 'cité', 'scolai', 'rambervillers', '11', 'nov']"
681,"['gare', 'epinal', 'mirecourt']"
682,"['bruyères', 'vosges', 'gare', 'lunéville']"
683,"['gare', 'remiremont', 'gérardmer', 'mauselaine']"
684,"['gare', 'contrexéville', 'gare', 'epinal']"
685,"['gare', 'longwy', 'gare', 'metzville']"
686,"['bussang', 'gare', 'sncf', 'gare', 'remiremont']"
687,"['bresseclaudel', 'gare', 'remiremont']"
688,"['gare', 'remiremont', 'labresse', 'pl', 'champtel']"
689,"['gare', 'remiremont', 'bresse', 'lispach']"
690,"['gare', 'audunleroman', 'gare', 'thionville']"
691,"['bitche', 'gare', 'sarreguemines']"
692,"['bitchequartierdriant', 'gare', 'sarreguemines']"
693,"['gare', 'sarrebourg', 'stlouis57incliné']"
694,"['gare', 'lutzelbourg', 'gare', 'sarrebourg']"
695,"['gare', 'conflansjarny', 'gare', 'metzville']"
696,"['gare', 'metzville', 'gare', 'verdun']"
697,"['gare', 'conflansjarny', 'gare', 'verdun']"
698,"['gare', 'marlesurserre', 'lugny']"
699,"['barentonâ', 'cel', 'gare', 'verneuilsurserre']"
700,"['barentonsurserre', 'gare', 'verneuilsurserre']"
701,"['gare', 'strasbourg', 'gare', 'woerth', 'rhein']"
702,"['gare', 'neustadt', 'weinstr', 'hbf', 'gare', 'wissembourg']"
703,"['gare', 'winden', 'pfalz', 'gare', 'wissembourg']"
704,"['gare', 'landaupfalzhbf', 'gare', 'wissembourg']"
705,"['gare', 'lauterbourg', 'gare', 'woerth', 'rhein']"
706,"['gare', 'fougères', 'gare', 'rennes']"
707,"['gare', 'niceville', 'gare', 'ventimigliastazione']"
708,"['gare', 'grasse', 'gare', 'niceville']"
709,"['gare', 'grasse', 'gare', 'ventimigliastazione']"
710,"['gare', 'grasse', 'gare', 'menton']"
711,"['gare', 'menton', 'gare', 'niceville']"
712,"['gare', 'canneslabocca', 'gare', 'ventimigliastazione']"
713,"['gare', 'canneslabocca', 'gare', 'menton']"
714,"['gare', 'arcsdraguignan', 'gare', 'ventimigliastazione']"
715,"['gare', 'arcsdraguignan', 'gare', 'menton']"
716,"['gare', 'canneslabocca', 'gare', 'monacomontecarlo']"
717,"['gare', 'grasse', 'gare', 'monacomontecarlo']"
718,"['gare', 'monacomontecarlo', 'gare', 'niceville']"
719,"['gare', 'cannes', 'gare', 'ventimigliastazione']"
720,"['gare', 'cannes', 'gare', 'monacomontecarlo']"
721,"['gare', 'menton', 'gare', 'ventimigliastazione']"
722,"['gare', 'monacomontecarlo', 'gare', 'ventimigliastazione']"
723,"['gare', 'saarbrücken', 'sarrebruck', 'gare', 'strasbourg']"
724,"['gare', 'mommenheim', 'gare', 'strasbourg']"
725,"['gare', 'metzville', 'gare', 'trierhbf', 'trèves']"
726,"['gare', 'longwy', 'gare', 'luxembourg']"
727,"['gare', 'luxembourg', 'gare', 'rodange']"
728,"['gare', 'perpignan', 'gare', 'portbou']"
729,"['gare', 'avignoncentre', 'gare', 'portbou']"
730,"['gare', 'narbonne', 'gare', 'portbou']"
731,"['gare', 'nîmes', 'gare', 'portbou']"
732,"['gare', 'portbou', 'gare', 'toulousematabiau']"
733,"['gare', 'montpelliersaintroch', 'gare', 'portbou']"
734,"['gare', 'saarbrücken', 'sarrebruck', 'gare', 'sarreguemines']"
735,"['gare', 'offenburg', 'gare', 'strasbourg']"
736,"['gare', 'kehl', 'gare', 'offenburg']"
737,"['gare', 'mulhouse', 'gare', 'mullheimbadenbf']"
738,"['gare', 'freiburgbreisgau', 'gare', 'mulhouse']"
739,"['gare', 'luxembourg', 'gare', 'nancyville']"
740,"['gare', 'luxembourg', 'gare', 'thionville']"
741,"['gare', 'nancyville', 'gare', 'thionville']"
742,"['gare', 'bettembourg', 'gare', 'nancyville']"
743,"['gare', 'luxembourg', 'gare', 'metzville']"
744,"['gare', 'bettembourg', 'gare', 'metzville']"
745,"['gare', 'metzville', 'gare', 'thionville']"
746,"['gare', 'forbach', 'gare', 'saarbrücken', 'sarrebruck']"
747,"['gare', 'metzville', 'gare', 'saarbrücken', 'sarrebruck']"
748,"['gare', 'baselsbb', 'gare', 'strasbourg']"
749,"['gare', 'baselsbb', 'gare', 'sélestat']"
750,"['gare', 'genève', 'gare', 'lyonpartdieu']"
751,"['gare', 'bellegardesv', 'gare', 'gare', 'genève']"
752,"['gare', 'lyonpartdieu', 'gare', 'stgervaislblefayet']"
753,"['gare', 'genève', 'gare', 'grenoble']"
754,"['gare', 'genève', 'gare', 'valenceville']"
755,"['gare', 'stpierredescorps', 'gare', 'tours']"
756,"['gare', 'mommenheim', 'gare', 'sarreguemines']"
757,"['gare', 'mommenheim', 'gare', 'saarbrücken', 'sarrebruck']"
758,"['gare', 'ingwiller', 'gare', 'mommenheim']"
759,"['gare', 'ingwiller', 'gare', 'strasbourg']"
760,"['gare', 'roeschwoog', 'gare', 'strasbourg']"
761,"['gare', 'lauterbourg', 'gare', 'strasbourg']"
762,"['gare', 'colmar', 'gare', 'munster']"
763,"['gare', 'kehl', 'gare', 'strasbourg']"
764,"['gare', 'saales', 'gare', 'stdiédesvosges']"
765,"['gare', 'molsheim', 'gare', 'stdiédesvosges']"
766,"['gare', 'rothau', 'gare', 'stdiédesvosges']"
767,"['gare', 'molsheim', 'gare', 'rothau']"
768,"['gare', 'rothau', 'gare', 'saales']"
769,"['gare', 'kruth', 'gare', 'thannsaintjacques']"
770,"['gare', 'molsheim', 'gare', 'saales']"
771,"['gare', 'thannsaintjacques', 'gare', 'wesserling']"
772,"['gare', 'molsheim', 'mutzigpassageaniveau']"
773,"['gare', 'erstein', 'gare', 'strasbourg']"
774,"['gare', 'colmar', 'gare', 'mulhouse']"
775,"['gare', 'bayonne', 'gare', 'pau']"
776,"['gare', 'bayonne', 'gare', 'puyoô']"
777,"['gare', 'montdemarsan', 'gare', 'morcenx']"
778,"['gare', 'bordeauxstjean', 'gare', 'montdemarsan']"
779,"['gare', 'lesparre', 'gare', 'pauillac']"
780,"['gare', 'bordeauxstjean', 'gare', 'lesparre']"
781,"['gare', 'bordeauxstjean', 'gare', 'leverdon']"
782,"['gare', 'dax', 'gare', 'lourdes']"
783,"['gare', 'dax', 'gare', 'pau']"
784,"['gare', 'dax', 'gare', 'tarbes']"
785,"['gare', 'arcachon', 'gare', 'biganosfacture']"
786,"['gare', 'brivelagaillarde', 'gare', 'périgueux']"
787,"['gare', 'condatlelardin', 'gare', 'tulle']"
788,"['gare', 'brivelagaillarde', 'gare', 'condatlelardin']"
789,"['gare', 'bedous', 'gare', 'pau']"
790,"['gare', 'oloronstemarie', 'gare', 'pau']"
791,"['gare', 'bidos', 'gare', 'pau']"
792,"['gare', 'bedous', 'gare', 'oloronstemarie']"
793,"['gare', 'bayonne', 'gare', 'stjeanpieddeport']"
794,"['gare', 'bayonne', 'gare', 'cambolesbains']"
795,"['gare', 'dax', 'gare', 'hendaye']"
796,"['gare', 'bayonne', 'gare', 'morcenx']"
797,"['gare', 'bordeauxstjean', 'gare', 'dax']"
798,"['gare', 'bergerac', 'gare', 'libourne']"
799,"['gare', 'libourne', 'gare', 'stemilion']"
800,"['gare', 'bergerac', 'gare', 'sarlat']"
801,"['gare', 'bordeauxstjean', 'gare', 'langon']"
802,"['gare', 'agen', 'gare', 'bordeauxstjean']"
803,"['gare', 'agen', 'gare', 'périgueux']"
804,"['gare', 'agen', 'gare', 'monsempronlibos']"
805,"['gare', 'commentry', 'gare', 'montluçonville']"
806,"['gare', 'clermontferrand', 'gare', 'moulinssurallier']"
807,"['gare', 'clermontferrand', 'gare', 'riomchâtelguyon']"
808,"['gare', 'clermontferrand', 'gare', 'vichy']"
809,"['gare', 'gannat', 'gare', 'vichy']"
810,"['gare', 'arvant', 'gare', 'brioude']"
811,"['gare', 'alès', 'gare', 'clermontferrand']"
812,"['gare', 'alès', 'gare', 'brioude']"
813,"['gare', 'arvant', 'gare', 'langeac']"
814,"['gare', 'arvant', 'gare', 'nîmes']"
815,"['gare', 'aurillac', 'gare', 'neussargues']"
816,"['gare', 'aurillac', 'gare', 'figeac']"
817,"['gare', 'aurillac', 'gare', 'brivelagaillarde']"
818,"['gare', 'firminy', 'gare', 'puyenvelay']"
819,"['gare', 'puyenvelay', 'gare', 'vorey']"
820,"['gare', 'dijonville', 'gare', 'larochemigennes']"
821,"['gare', 'larochemigennes', 'gare', 'tonnerre']"
822,"['gare', 'frasne', 'gare', 'travers']"
823,"['gare', 'larochemigennes', 'gare', 'montereau']"
824,"['gare', 'clamecy', 'gare', 'larochemigennes']"
825,"['gare', 'auxerrestgervais', 'gare', 'larochemigennes']"
826,"['gare', 'dijonville', 'gare', 'issurtille']"
827,"['gare', 'dijonporteneuve', 'gare', 'issurtille']"
828,"['gare', 'dijonville', 'gare', 'seurre']"
829,"['gare', 'besançonviotte', 'gare', 'dijonville']"
830,"['gare', 'dijonville', 'gare', 'laumesalésia']"
831,"['gare', 'avallon', 'gare', 'larochemigennes']"
832,"['gare', 'chagny', 'gare', 'montchanin']"
833,"['gare', 'decize', 'gare', 'luzynièvre']"
834,"['gare', 'cosnesurloire', 'gare', 'neverslebanlay']"
835,"['gare', 'nevers', 'gare', 'neverslebanlay']"
836,"['gare', 'lyonperrache', 'gare', 'paraylemonial']"
837,"['gare', 'besançonviotte', 'gare', 'doleville']"
838,"['gare', 'belfortville', 'gare', 'vesoul']"
839,"['gare', 'besançonviotte', 'gare', 'valdahon']"
840,"['gare', 'luzynièvre', 'gare', 'montchanin']"
841,"['gare', 'creusot', 'gare', 'luzynièvre']"
842,"['gare', 'bourgenbresse', 'gare', 'lonslesaunier']"
843,"['gare', 'belfortville', 'gare', 'meroux']"
844,"['gare', 'belfortville', 'gare', 'delle']"
845,"['gare', 'besançonfranchecomté', 'gare', 'besançonviotte']"
846,"['gare', 'rennes', 'gare', 'vitré']"
847,"['gare', 'rennes', 'gare', 'stbrieuc']"
848,"['gare', 'montaubandebretagne', 'gare', 'rennes']"
849,"['gare', 'messacguipry', 'gare', 'rennes']"
850,"['gare', 'nantes', 'gare', 'rennes']"
851,"['gare', 'rennes', 'gare', 'vannes']"
852,"['gare', 'messacguipry', 'gare', 'vannes']"
853,"['gare', 'redon', 'gare', 'rennes']"
854,"['gare', 'beslé', 'gare', 'redon']"
855,"['gare', 'lorient', 'gare', 'quimper']"
856,"['gare', 'lorient', 'gare', 'rosporden']"
857,"['gare', 'lorient', 'gare', 'vannes']"
858,"['gare', 'lorient', 'gare', 'redon']"
859,"['gare', 'brest', 'gare', 'morlaix']"
860,"['gare', 'brest', 'gare', 'quimper']"
861,"['gare', 'landerneau', 'gare', 'quimper']"
862,"['gare', 'brest', 'gare', 'forest']"
863,"['gare', 'brest', 'gare', 'landerneau']"
864,"['gare', 'lannion', 'gare', 'stbrieuc']"
865,"['gare', 'guingamp', 'gare', 'lannion']"
866,"['gare', 'carhaix', 'gare', 'guingamp']"
867,"['gare', 'aubraisles', 'gare', 'cosnesurloire']"
868,"['gare', 'portdepiles', 'gare', 'tours']"
869,"['gare', 'châteauroux', 'gare', 'vierzon']"
870,"['gare', 'argentonsurcreuse', 'gare', 'vierzon']"
871,"['gare', 'aubraisles', 'gare', 'toury']"
872,"['gare', 'bourges', 'gare', 'vierzon']"
873,"['gare', 'bourges', 'gare', 'montluçonville']"
874,"['gare', 'portboulet', 'gare', 'tours']"
875,"['gare', 'aubraisles', 'gare', 'tours']"
876,"['gare', 'aubraisles', 'gare', 'châteaugaillard']"
877,"['gare', 'romorantinblancargent', 'gare', 'valençay']"
878,"['gare', 'chartres', 'gare', 'nogentlerotrou']"
879,"['gare', 'chartres', 'gare', 'verrière']"
880,"['gare', 'chartres', 'gare', 'versailleschantiers']"
881,"['gare', 'chartres', 'gare', 'courtalainstpellerin']"
882,"['gare', 'charlevillemézières', 'gare', 'givet']"
883,"['gare', 'charlevillemézières', 'gare', 'nouzonville']"
884,"['gare', 'charlevillemézières', 'gare', 'reims']"
885,"['gare', 'reims', 'gare', 'sedan']"
886,"['gare', 'charlevillemézières', 'gare', 'sedan']"
887,"['gare', 'rethel', 'gare', 'sedan']"
888,"['gare', 'laon', 'gare', 'reims']"
889,"['gare', 'chaumont', 'gare', 'châlonsenchampagne']"
890,"['gare', 'châlonsenchampagne', 'gare', 'stdizier']"
891,"['gare', 'châlonsenchampagne', 'gare', 'châteauthierry']"
892,"['gare', 'dormans', 'gare', 'epernay']"
893,"['gare', 'barleduc', 'gare', 'epernay']"
894,"['gare', 'barleduc', 'gare', 'stdizier']"
895,"['gare', 'barleduc', 'gare', 'châlonsenchampagne']"
896,"['gare', 'culmontchalindrey', 'gare', 'troyes']"
897,"['gare', 'dijonville', 'gare', 'troyes']"
898,"['gare', 'cerbère', 'gare', 'perpignan']"
899,"['gare', 'grauduroi', 'gare', 'vauvert']"
900,"['gare', 'grauduroi', 'gare', 'nîmes']"
901,"['gare', 'carcassonne', 'gare', 'castelnaudary']"
902,"['gare', 'narbonne', 'gare', 'toulousematabiau']"
903,"['gare', 'castelnaudary', 'gare', 'narbonne']"
904,"['gare', 'alès', 'gare', 'génolhac']"
905,"['gare', 'alès', 'gare', 'bastidestlaurent']"
906,"['gare', 'alès', 'gare', 'mende']"
907,"['gare', 'alès', 'gare', 'langogne']"
908,"['gare', 'marvejols', 'gare', 'mende']"
909,"['gare', 'alès', 'gare', 'arvant']"
910,"['gare', 'langogne', 'gare', 'nîmes']"
911,"['gare', 'mende', 'gare', 'nîmes']"
912,"['gare', 'marvejols', 'gare', 'nîmes']"
913,"['gare', 'castelnaudary', 'gare', 'toulousematabiau']"
914,"['gare', 'perpignan', 'gare', 'villefranchevernetlb']"
915,"['gare', 'guéret', 'gare', 'limogesbénédictins']"
916,"['gare', 'dorat', 'gare', 'limogesbénédictins']"
917,"['gare', 'limogesbénédictins', 'gare', 'poitiers']"
918,"['gare', 'limogesbénédictins', 'gare', 'saillatchassenon']"
919,"['gare', 'limogesbénédictins', 'gare', 'périgueux']"
920,"['gare', 'styrieixlaperche', 'pompadour']"
921,"['gare', 'nexon', 'pompadour']"
922,"['gare', 'limogesbénédictins', 'gare', 'nexon']"
923,"['gare', 'objat', 'pompadour']"
924,"['gare', 'brivelagaillarde', 'gare', 'objat']"
925,"['gare', 'brivelagaillarde', 'gare', 'limogesbénédictins']"
926,"['gare', 'limogesbénédictins', 'gare', 'ussel']"
927,"['gare', 'brivelagaillarde', 'gare', 'tulle']"
928,"['gare', 'lunéville', 'gare', 'nancyville']"
929,"['gare', 'epinal', 'gare', 'nancyville']"
930,"['gare', 'longwy', 'gare', 'rodange']"
931,"['gare', 'bening', 'gare', 'saarbrücken', 'sarrebruck']"
932,"['gare', 'longwy', 'gare', 'nancyville']"
933,"['gare', 'conflansjarny', 'gare', 'longwy']"
934,"['gare', 'nancyville', 'gare', 'pontstvincent']"
935,"['gare', 'barleduc', 'gare', 'metzville']"
936,"['gare', 'barleduc', 'gare', 'nancyville']"
937,"['gare', 'nancyville', 'gare', 'remiremont']"
938,"['gare', 'châlonsenchampagne', 'gare', 'metzville']"
939,"['gare', 'epinal', 'gare', 'remiremont']"
940,"['gare', 'baroncourt', 'gare', 'nancyville']"
941,"['gare', 'conflansjarny', 'gare', 'hagondange']"
942,"['gare', 'hagondange', 'gare', 'verdun']"
943,"['gare', 'nancyville', 'gare', 'stdiédesvosges']"
944,"['gare', 'nancyville', 'gare', 'revigny']"
945,"['gare', 'liverdun', 'gare', 'nancyville']"
946,"['gare', 'barleduc', 'gare', 'toul']"
947,"['gare', 'lunéville', 'gare', 'stdiédesvosges']"
948,"['gare', 'longwy', 'gare', 'sedan']"
949,"['gare', 'charlevillemézières', 'gare', 'longwy']"
